time	inactive	active	F	W	F_bound	W_bound	IF_IFclustered	IW_IWclustered	IF_IWclustered	Sum	Experiment
0.0	0.05	0.0	0.33	0.33	0.0	0.0	0.0	0.0	0.0	0.05	day18
1.616161616161616e-07	0.03733708877909161	0.0012496209963329126	0.31858787236758523	0.3299988385893724	0.009842520587129774	1.0779081444443143e-06	0.0007847617802846366	8.885274847574545e-12	8.348471261969303e-08	0.0499999988184638	day18
3.232323232323232e-07	0.028660443103594807	0.0009684120098792863	0.3096309587686246	0.32999789752644487	0.014047990797286589	1.7327390848343044e-06	0.0031603403930356294	4.3320781660782147e-11	3.696478286383634e-07	0.04999999881821561	day18
4.848484848484849e-07	0.022100551103997064	0.0007522057886725147	0.30285559066880224	0.32999716740546414	0.01604604371352444	2.1322338287183254e-06	0.005548832716968156	8.858017933375011e-11	7.001835466911527e-07	0.049999998818212786	day18
6.464646464646464e-07	0.017101995457371875	0.0005853298502079574	0.297690726710689	0.3299965997784876	0.017330863693737854	2.403431401012423e-06	0.007488706535532581	1.3289685242469388e-10	9.965243176173775e-07	0.0499999988182128	day18
8.08080808080808e-07	0.013269914793178567	0.0004561279436755154	0.2937298861546555	0.3299961577637954	0.01825368731394807	2.5987230181166712e-06	0.009007591680848344	1.7183858274407506e-10	1.2431695093664532e-06	0.04999999881821285	day18
9.696969696969698e-07	0.010318164726616652	0.0003558465257838776	0.2906781993110016	0.32999581312299575	0.018939491039131194	2.7438485870434207e-06	0.01019043351506029	2.0443039069438598e-10	1.4426195564230645e-06	0.04999999881821297	day18
1.1313131313131313e-06	0.008036114230094307	0.00027785887363388254	0.2883184301514052	0.32999554413391985	0.01945718854434028	2.853657163055671e-06	0.011111389778615378	2.3104173062280593e-10	1.6017468336432095e-06	0.04999999881821303	day18
1.2929292929292929e-06	0.006266755751750751	0.00021711491940807078	0.2864885378282215	0.32999533402453424	0.019851804406697687	2.937647322159473e-06	0.011828964970848059	2.5247443952332977e-10	1.7278231947214246e-06	0.049999998818213105	day18
1.4545454545454544e-06	0.004891803213170083	0.00016974311085300465	0.28506637770262083	0.32999516980299926	0.020154658299986212	3.002335475742981e-06	0.012388568337432663	2.695936426680104e-10	1.8273223377984333e-06	0.04999999881821325	day18
1.616161616161616e-06	0.0038214733538085104	0.0001327642342825086	0.2839591973846238	0.32999504138506414	0.020388221603655006	3.052380781897043e-06	0.012825337671884053	2.8319538448161587e-10	1.9056677632437999e-06	0.04999999881821328	day18
1.7777777777777777e-06	0.0029871341303076304	0.00010387630537727179	0.28309607069095855	0.32999494092632325	0.020569012397636005	3.091220381139398e-06	0.013166474822923172	2.9396319733816094e-10	1.9672653692611744e-06	0.049999998818213306	day18
1.9393939393939395e-06	0.0023360569471687948	8.12955247200578e-05	0.2824224913376125	0.32999486231587316	0.020709336241855364	3.121431158168656e-06	0.01343307838615234	3.024655486655887e-10	2.01564803756581e-06	0.04999999881821329	day18
2.101010101010101e-06	0.0018275624665384867	6.36365283892021e-05	0.28189639938900934	0.32999480078751514	0.020818483216036368	3.1449696700930324e-06	0.0136415318851412	3.0916638834692646e-10	2.053624481981204e-06	0.04999999881821329	day18
2.2626262626262626e-06	0.0014301656698664997	4.982151976342396e-05	0.28148523575080153	0.32999475262042527	0.020903511970430402	3.163332172700394e-06	0.013804584430028043	3.1444000034746053e-10	2.083418522082326e-06	0.04999999881821328	day18
2.424242424242424e-06	0.0011194340068764286	3.901063366470522e-05	0.28116373091449054	0.3299947149076475	0.020969833708019754	3.177670390744755e-06	0.013932164296254964	3.1858598560596836e-10	2.106784789871449e-06	0.04999999881821327	day18
2.5858585858585857e-06	0.0008763698048152113	3.054866345257188e-05	0.2809122342730801	0.3299946853767845	0.021021604441282104	3.1888737120503184e-06	0.014032018089815185	3.218428863892446e-10	2.125105817627523e-06	0.049999998818213334	day18
2.7474747474747475e-06	0.0006861774656842479	2.3924088057635582e-05	0.2807154404846428	0.32999466225069596	0.02106206961196185	3.1976341542929964e-06	0.0141101752184275	3.243995938878212e-10	2.1394663505646403e-06	0.049999998818213334	day18
2.909090909090909e-06	0.0005373195200831509	1.8737231386769347e-05	0.2805614137940532	0.32999464413901364	0.02109369601432944	3.2044859427634092e-06	0.014171369734597815	3.2640583494567493e-10	2.1507222319567016e-06	0.04999999881821334	day18
3.0707070707070706e-06	0.0004207902947790636	1.46756246774469e-05	0.2804408371473654	0.329994629953688	0.021118435423796152	3.2098472723536076e-06	0.01421928394278401	3.2797948965103364e-10	2.1595430806573016e-06	0.049999998818213334	day18
3.232323232323232e-06	0.0003295549652521524	1.149487550766593e-05	0.2803464321792931	0.32999461884306364	0.02113779030408822	3.2140432940768324e-06	0.014256805530606743	3.292134904096162e-10	2.166455215368771e-06	0.04999999881821332	day18
3.3939393939393937e-06	0.0002581147593372269	9.003782196401735e-06	0.28027250958273914	0.32999461014039144	0.0211529363137488	3.2173278428294846e-06	0.014286191115959197	3.3018094894679087e-10	2.1718714038877325e-06	0.04999999881821333	day18
3.5555555555555555e-06	0.00020216957670294658	7.0527161765015465e-06	0.28021462015085397	0.32999460332362246	0.02116479029224378	3.219899312324969e-06	0.01430920672076292	3.3093930644272526e-10	2.1761151866620914e-06	0.049999998818213334	day18
3.717171717171717e-06	0.00015835546496504823	5.524542122902179e-06	0.2801692832047247	0.3299945979839602	0.021174070808134576	3.2219128388650512e-06	0.0143272332734087	3.315336693699463e-10	2.1794401336000886e-06	0.049999998818213334	day18
3.878787878787879e-06	0.00012403998339496601	4.327557392131767e-06	0.2801337749211243	0.32999459380125973	0.021181335638512256	3.223489502480475e-06	0.014341353697467378	3.3199946868922407e-10	2.1820452389066937e-06	0.04999999881821334	day18
4.04040404040404e-06	9.716269091255514e-05	3.389966967294393e-06	0.2801059633146863	0.32999459052479047	0.021187033738461095	3.224724902337323e-06	0.014352409430542187	3.3236440463360614e-10	2.184085578449594e-06	0.049999998818213355	day18
4.202020202020202e-06	7.611056375225643e-05	2.6555415150958343e-06	0.280084179328688	0.32999458795817627	0.021191489388129463	3.2256921169604757e-06	0.014361072799293365	3.3265039217892884e-10	2.1856844060358177e-06	0.04999999881821337	day18
4.363636363636363e-06	5.962064649322958e-05	2.080248620982771e-06	0.28006711612910795	0.3299945859476032	0.021194981942344673	3.2264498228750776e-06	0.014367857495766273	3.3287445852470314e-10	2.1869368250702472e-06	0.04999999881821336	day18
4.525252525252525e-06	4.6703984728014764e-05	1.6296028589143255e-06	0.28005375039659125	0.3299945843725926	0.02119771501774307	3.227043195132437e-06	0.014373173333681792	3.3305002560396955e-10	2.1879181122960294e-06	0.049999998818213355	day18
4.686868686868687e-06	3.6586111661044795e-05	1.2765939970758742e-06	0.28004328074848056	0.32999458313877456	0.021199857129456046	3.2275080628401307e-06	0.014377336717543	3.3318757114071313e-10	2.188686787606668e-06	0.04999999881821336	day18
4.848484848484848e-06	2.866047809046963e-05	1.000065865034993e-06	0.2800350795533256	0.32999458217222694	0.02120153421900895	3.227872172725678e-06	0.014380598469232894	3.332953361576005e-10	2.1892890098569943e-06	0.04999999881821335	day18
5.01010101010101e-06	2.2452027182318538e-05	7.834473479510239e-07	0.2800286552410822	0.32999458141504506	0.021202848342427923	3.2281574266480156e-06	0.014383153327765588	3.333797627217754e-10	2.1897607689079407e-06	0.049999998818213355	day18
5.1717171717171715e-06	1.7588673505472643e-05	6.13758361660746e-07	0.2800236227915935	0.3299945808218707	0.021203877473770512	3.2283808788553023e-06	0.01438515480204375	3.334459077417309e-10	2.190130358772241e-06	0.049999998818213355	day18
5.333333333333333e-06	1.3778968645453448e-05	4.808312932453162e-07	0.28001968062436344	0.3299945803571724	0.02120468373586989	3.228555939791784e-06	0.014386722609842202	3.334977286449623e-10	2.1904198925557595e-06	0.04999999881821336	day18
5.494949494949495e-06	1.079462401652256e-05	3.7670163758445124e-07	0.2800165925141345	0.32999457999311677	0.021205315254581095	3.2286930866297044e-06	0.01438795079218726	3.3353832847474877e-10	2.190646720171611e-06	0.049999998818213355	day18
5.656565656565656e-06	8.456819724563908e-06	2.9513055168742977e-07	0.28001417342397283	0.3299945797079007	0.02120580997425661	3.2288005383189714e-06	0.014388912888580017	3.335701371851027e-10	2.190824420933606e-06	0.049999998818213355	day18
5.818181818181818e-06	6.625480585851784e-06	2.3123083499068954e-07	0.2800122784085736	0.3299945794844444	0.02120619750377352	3.2288847272159746e-06	0.014389666561912389	3.335950590738666e-10	2.190963638438628e-06	0.04999999881821335	day18
5.97979797979798e-06	5.1908818379985856e-06	1.8117413448068735e-07	0.28001079392820116	0.32999457930936854	0.021206501076967758	3.2289506938386724e-06	0.01439025696096639	3.336145858092588e-10	2.19107270866124e-06	0.049999998818213355	day18
6.141414141414141e-06	4.067072112890465e-06	1.4196151775374315e-07	0.2800096310430358	0.3299945791721921	0.021206738883191995	3.229002386063466e-06	0.014390719457710163	3.3362988604597637e-10	2.1911581622765795e-06	0.049999998818213355	day18
6.3030303030303026e-06	3.1867210597037943e-06	1.1124373118599355e-07	0.2800087200816834	0.32999457906470475	0.02120692516915772	3.229042896317909e-06	0.014391081761926904	3.336418753189454e-10	2.191225115433178e-06	0.04999999881821335	day18
6.464646464646464e-06	2.497085746043018e-06	8.718048027930095e-08	0.28000800646734886	0.3299945789804747	0.02120707109949746	3.229074647267989e-06	0.014391365577694161	3.3365127083799714e-10	2.1912775757154965e-06	0.04999999881821334	day18
6.626262626262626e-06	1.9568499566809857e-06	6.833015850469034e-08	0.28000744744724876	0.3299945789144637	0.021207185414701835	3.229099536421095e-06	0.014391587909588497	3.3365863447389626e-10	2.191318682818055e-06	0.04999999881821334	day18
6.7878787878787874e-06	1.5336480211685753e-06	5.356345556471104e-08	0.2800070095303491	0.3299945788627249	0.02120727496561033	3.2291190504097547e-06	0.014391762076477419	3.3366440637860826e-10	2.191350896112353e-06	0.04999999881821335	day18
6.949494949494949e-06	1.2021261567167693e-06	4.199571758813132e-08	0.28000666648130523	0.3299945788221663	0.021207345116093755	3.2291343536466573e-06	0.014391898513134561	3.3366893136702927e-10	2.1913761423271677e-06	0.04999999881821335	day18
7.111111111111111e-06	9.424232749592639e-07	3.293394147522117e-08	0.28000639774844754	0.3299945787903661	0.02120740006971409	3.229146358370002e-06	0.014392005392859036	3.336724795521706e-10	2.191395930708663e-06	0.04999999881821334	day18
7.272727272727272e-06	7.389807974271226e-07	2.5835247984277876e-08	0.2800061872322158	0.32999457876542687	0.021207443118308668	3.2291557791412768e-06	0.014392089118921177	3.3367526254030636e-10	2.191411443621843e-06	0.049999998818213334	day18
7.434343434343434e-06	5.796107837667059e-07	2.0274367286583153e-08	0.280006022320886	0.32999457874586224	0.021207476841162632	3.229163175747743e-06	0.01439215470707725	3.336774460949097e-10	2.19142360725768e-06	0.04999999881821335	day18
7.595959595959596e-06	4.5476615381802255e-07	1.5918175674269874e-08	0.2800058931354187	0.329994578730508	0.02120750325830667	3.229168986662874e-06	0.014392206086468953	3.3367916006499795e-10	2.19143314714518e-06	0.04999999881821334	day18
7.757575757575758e-06	3.569691474871369e-07	1.2505753307126158e-08	0.28000579193804576	0.3299945787184523	0.021207523952175563	3.2291735553337075e-06	0.014392246334478777	3.336805061548004e-10	2.19144063154541e-06	0.04999999881821335	day18
7.919191919191919e-06	2.8035744664067963e-07	9.83254741722744e-09	0.2800057126626112	0.32999457870897997	0.02120754016324369	3.2291771510057032e-06	0.014392277863724769	3.336815640980811e-10	2.191446505963252e-06	0.04999999881821335	day18
8.08080808080808e-06	2.2034142228096607e-07	7.73841279910511e-09	0.28000565055990057	0.32999457870153165	0.02120755286261183	3.2291799844684733e-06	0.014392302563089399	3.3368239631921225e-10	2.1914511191903685e-06	0.049999998818213355	day18
8.242424242424241e-06	1.7332675111533764e-07	6.0979332191023015e-09	0.2800056019106127	0.3299945786956687	0.021207562810892314	3.22918222080498e-06	0.01439232191178052	3.336830517050642e-10	2.191454744374906e-06	0.049999998818213355	day18
8.404040404040403e-06	1.364970302801905e-07	4.812836264237279e-09	0.28000556380041564	0.329994578691048	0.021207570604029183	3.2291839893667206e-06	0.014392337068885009	3.336835685622116e-10	2.1914575955502577e-06	0.04999999881821335	day18
8.565656565656566e-06	1.0764547193449315e-07	3.806120717501161e-09	0.2800055339457896	0.3299945786874001	0.021207576708976147	3.229185391506988e-06	0.01439234894260212	3.3368397690575507e-10	2.191459840421969e-06	0.04999999881821335	day18
8.727272727272726e-06	8.504407050332489e-08	3.0174914427589777e-09	0.2800055105586445	0.3299945786845145	0.021207581491392898	3.229186506590317e-06	0.014392358244081346	3.33684300238752e-10	2.191461610309745e-06	0.04999999881821335	day18
8.888888888888888e-06	6.733882746559702e-08	2.399703485655767e-09	0.280005492237902	0.329994578682226	0.02120758523777768	3.2291873968027487e-06	0.014392365530561288	3.3368455697738886e-10	2.19146300811165e-06	0.04999999881821335	day18
9.05050505050505e-06	5.346900582099721e-08	1.9157446340979053e-09	0.28000547788594227	0.3299945786804052	0.02120758817258601	3.2291881108619896e-06	0.01439237123858381	3.336847615490795e-10	2.191464114438683e-06	0.04999999881821335	day18
9.212121212121211e-06	4.2603822186469167e-08	1.5366264250181099e-09	0.2800054666430948	0.3299945786789508	0.021207590471613344	3.229188686924326e-06	0.014392375710054878	3.3368492525358617e-10	2.1914649924265494e-06	0.04999999881821334	day18
9.373737373737373e-06	3.4092339289205415e-08	1.239635749814804e-09	0.28000545783578856	0.3299945786777835	0.021207592272595638	3.2291891548858713e-06	0.014392379212867288	3.3368505694454415e-10	2.1914656915436823e-06	0.049999998818213334	day18
9.535353535353535e-06	2.742470577665349e-08	1.0069823993857848e-09	0.2800054509364442	0.32999457867684096	0.02120759368341948	3.2291895381631698e-06	0.01439238195684806	3.336851635566155e-10	2.191466250536403e-06	0.04999999881821334	day18
9.696969696969696e-06	2.2201723004481532e-08	8.247371611683414e-10	0.2800054455319825	0.3299945786760747	0.02120759478855544	3.229189855090612e-06	0.014392384106286332	3.3368525051944616e-10	2.191466699742028e-06	0.04999999881821335	day18
9.858585858585858e-06	1.8110763667686406e-08	6.819915502285694e-10	0.2800054412989058	0.3299945786754464	0.021207595654154476	3.2291901200264847e-06	0.014392385789843566	3.3368532208519944e-10	2.191467062918897e-06	0.049999998818213334	day18
1.002020202020202e-05	1.490624844079892e-08	5.701765821005544e-10	0.28000543798309574	0.32999457867492626	0.021207596332181177	3.2291903442497477e-06	0.014392387108587333	3.3368538159409146e-10	2.191467358729952e-06	0.04999999881821334	day18
1.018181818181818e-05	1.2395588271865771e-08	4.825722584480665e-10	0.28000543538526684	0.3299945786744907	0.021207596863388096	3.22919053660566e-06	0.014392388141776813	3.336854316655956e-10	2.1914676018110745e-06	0.04999999881821334	day18
1.0343434343434343e-05	1.0428386317851378e-08	4.139307916834026e-10	0.28000543334979267	0.32999457867412146	0.02120759727959951	3.2291907040016577e-06	0.014392388951307296	3.336854743453149e-10	2.1914678035917464e-06	0.04999999881821335	day18
1.0505050505050505e-05	8.887205632249754e-09	3.601544606369384e-10	0.2800054317551529	0.3299945786738041	0.02120759760566478	3.229190851831367e-06	0.014392389585509813	3.33685511230555e-10	2.1914679729966736e-06	0.04999999881821334	day18
1.0666666666666666e-05	7.679955215635466e-09	3.180299394986525e-10	0.28000543050605453	0.32999457867352755	0.021207597861070217	3.229190984324331e-06	0.014392390082284257	3.3368554357388176e-10	2.191468117024375e-06	0.04999999881821335	day18
1.0828282828282828e-05	6.734247466458169e-09	2.850314119512689e-10	0.28000542952759294	0.32999457867328286	0.021207598061133204	3.229191104805173e-06	0.014392390471421481	3.3368557235986603e-10	2.191468241175982e-06	0.04999999881821335	day18
1.098989898989899e-05	5.993322584728809e-09	2.5917836149113033e-10	0.28000542876103474	0.3299945786730632	0.021207598217864183	3.2291912158807575e-06	0.014392390776280807	3.336855983605193e-10	2.1914683497649863e-06	0.049999998818213355	day18
1.115151515151515e-05	5.4128200123921614e-09	2.389229176783903e-10	0.2800054281604769	0.329994578672863	0.02120759834064975	3.229191319588472e-06	0.014392391015118753	3.336856221792069e-10	2.1914684461626005e-06	0.04999999881821334	day18
1.1313131313131313e-05	4.958052489465534e-09	2.2305473989716358e-10	0.280005427690026	0.32999457867267823	0.021207598436829712	3.229191417521428e-06	0.01439239120221079	3.336856442877238e-10	2.191468533004905e-06	0.04999999881821335	day18
1.1474747474747475e-05	4.6020579052049e-09	2.10633040707722e-10	0.2800054273217825	0.3299945786725054	0.021207598512109266	3.2291915109179417e-06	0.014392391348653104	3.336856650527922e-10	2.1914686123409026e-06	0.049999998818213355	day18
1.1636363636363635e-05	4.3233697798849516e-09	2.0090879144306168e-10	0.2800054270335335	0.3299945786723421	0.021207598571030817	3.2291916007639305e-06	0.01439239146328011	3.3368568476638555e-10	2.1914686858019444e-06	0.04999999881821334	day18
1.1797979797979798e-05	4.105436825531339e-09	1.9330446905226433e-10	0.28000542680815216	0.3299945786721862	0.021207598617096562	3.2291916878195573e-06	0.014392391552903486	3.336857036536246e-10	2.1914687546458606e-06	0.04999999881821335	day18
1.195959595959596e-05	3.934787700871366e-09	1.8735001866319118e-10	0.28000542663169875	0.32999457867203597	0.021207598653157078	3.229191772703536e-06	0.014392391623067305	3.3368572189773805e-10	2.191468819896411e-06	0.04999999881821334	day18
1.212121212121212e-05	3.80081092124425e-09	1.8267517402019864e-10	0.28000542649319277	0.32999457867189025	0.021207598681457714	3.229191855903228e-06	0.014392391678138718	3.3368573964305715e-10	2.1914688823600243e-06	0.04999999881821334	day18
1.2282828282828282e-05	3.6957298099065606e-09	1.7900858460038167e-10	0.28000542638458725	0.3299945786717481	0.02120759870364401	3.2291919377757994e-06	0.0143923917213182	3.3368575699535534e-10	2.191468942627694e-06	0.04999999881821334	day18
1.2444444444444445e-05	3.6130488791609105e-09	1.7612360379984178e-10	0.2800054262991608	0.32999457867160864	0.021207598721090407	3.2291920186195754e-06	0.014392391755278953	3.3368577404298017e-10	2.1914690011930488e-06	0.049999998818213355	day18
1.2606060606060605e-05	3.548157107437341e-09	1.73859338877104e-10	0.2800054262321421	0.3299945786714714	0.02120759873477262	3.229192098646332e-06	0.014392391781918623	3.33685790848648e-10	2.191469058406505e-06	0.04999999881821335	day18
1.2767676767676767e-05	3.4973152273757026e-09	1.720853160347418e-10	0.2800054261796618	0.32999457867133586	0.021207598745481872	3.229192178027806e-06	0.014392391802776097	3.3368580746321807e-10	2.191469114552231e-06	0.049999998818213355	day18
1.2929292929292928e-05	3.45768615753608e-09	1.7070254105209113e-10	0.2800054261387841	0.3299945786712017	0.0212075987538185	3.2291922568942984e-06	0.014392391819018965	3.336858239252787e-10	2.1914691698458323e-06	0.04999999881821337	day18
1.309090909090909e-05	3.427124707570582e-09	1.696361619586957e-10	0.28000542610728935	0.3299945786710686	0.02120759876023641	3.2291923353443343e-06	0.014392391831530077	3.336858402640074e-10	2.191469224450334e-06	0.049999998818213355	day18
1.3252525252525252e-05	3.4030376080724125e-09	1.6879569228438487e-10	0.2800054260824941	0.3299945786709363	0.02120759876528434	3.2291924134970155e-06	0.01439239184137669	3.3368585651467653e-10	2.191469278562814e-06	0.049999998818213355	day18
1.3414141414141413e-05	3.385235321226037e-09	1.6817451801035458e-10	0.28000542606420215	0.3299945786708048	0.021207598769002408	3.229192491361048e-06	0.014392391848636802	3.336858726798637e-10	2.1914693321976757e-06	0.049999998818213355	day18
1.3575757575757575e-05	3.3714770714214677e-09	1.6769445213478428e-10	0.2800054260500949	0.3299945786706737	0.021207598771864754	3.2291925690393463e-06	0.014392391854232604	3.3368588879004673e-10	2.191469385525208e-06	0.049999998818213355	day18
1.3737373737373737e-05	3.3601387506962896e-09	1.6729882482486495e-10	0.2800054260384917	0.329994578670543	0.021207598774215044	3.2291926466065007e-06	0.01439239185883249	3.336859048673159e-10	2.1914694386688375e-06	0.04999999881821335	day18
1.3898989898989898e-05	3.351961714387133e-09	1.6701350370760384e-10	0.2800054260301597	0.32999457867041265	0.0212075987758964	3.229192724028463e-06	0.01439239186213136	3.3368592090158756e-10	2.1914694915722225e-06	0.049999998818213355	day18
1.406060606060606e-05	3.344859055803965e-09	1.6676567053833364e-10	0.28000542602293943	0.3299945786702824	0.021207598777350418	3.22919280140108e-06	0.014392391864988073	3.3368593692124665e-10	2.19146954439396e-06	0.049999998818213355	day18
1.4222222222222222e-05	3.3388933821452495e-09	1.6655751015369842e-10	0.28000542601689565	0.3299945786701523	0.02120759877856385	3.2291928787214765e-06	0.014392391867376862	3.336859529254415e-10	2.191469597129291e-06	0.049999998818213355	day18
1.4383838383838382e-05	3.3340121329909535e-09	1.6638718896168534e-10	0.28000542601197403	0.32999457867002235	0.02120759877954782	3.229192955992068e-06	0.014392391869319359	3.336859689148867e-10	2.1914696497822095e-06	0.04999999881821335	day18
1.4545454545454545e-05	3.3297152901386324e-09	1.6623726017795592e-10	0.28000542600765715	0.3299945786698925	0.02120759878040814	3.2291930332358207e-06	0.014392391871021338	3.3368598489638313e-10	2.191469702390714e-06	0.04999999881821335	day18
1.4707070707070707e-05	3.3260910028495565e-09	1.6611079861717969e-10	0.2800054260040362	0.3299945786697627	0.021207598781126144	3.229193110448684e-06	0.014392391872446529	3.336860008687321e-10	2.191469754948107e-06	0.049999998818213355	day18
1.4868686868686867e-05	3.323151892409234e-09	1.6600824461223085e-10	0.28000542600112427	0.329994578669633	0.02120759878169917	3.2291931876300793e-06	0.014392391873589738	3.3368601683176194e-10	2.19146980745343e-06	0.04999999881821335	day18
1.503030303030303e-05	3.320884326747227e-09	1.6592912246969126e-10	0.2800054259989072	0.3299945786695033	0.021207598782130088	3.2291932647806324e-06	0.014392391874456576	3.336860327856582e-10	2.191469859907718e-06	0.04999999881821335	day18
1.5191919191919192e-05	3.3191306918793062e-09	1.6586793301563026e-10	0.28000542599722195	0.32999457866937376	0.021207598782452257	3.2291933419075816e-06	0.014392391875111907	3.336860487325648e-10	2.1914699123229498e-06	0.04999999881821335	day18
1.5353535353535354e-05	3.3178431057279875e-09	1.658230053795477e-10	0.28000542599601896	0.32999457866924425	0.02120759878267581	3.2291934190131255e-06	0.01439239187557544	3.336860646731332e-10	2.191469964702765e-06	0.04999999881821335	day18
1.5515151515151516e-05	3.317017588067035e-09	1.6579420055503255e-10	0.2800054259952941	0.32999457866911475	0.021207598782801585	3.229193496097447e-06	0.01439239187584881	3.336860806074172e-10	2.1914700170474653e-06	0.04999999881821335	day18
1.5676767676767675e-05	3.3164321309639587e-09	1.6577377215818459e-10	0.28000542599481765	0.3299945786689853	0.021207598782876567	3.2291935731707426e-06	0.014392391876023381	3.336860965384366e-10	2.1914700693739225e-06	0.04999999881821335	day18
1.5838383838383837e-05	3.315907671856529e-09	1.6575547223743095e-10	0.2800054259944043	0.3299945786688559	0.021207598782938642	3.2291936502412362e-06	0.01439239187617285	3.3368611246862666e-10	2.191470121695744e-06	0.04999999881821335	day18
